case_id,dataset,fold,dice_single,detectability_single,precision_single,dice_dual,detectability_dual,precision_dual,dice_difference,detectability_difference,precision_difference
Liver_Lesions_1634,Liver_Lesions,0,0.8534704370179949,1.0,1.0,0.8827930174563591,1.0,1.0,0.02932258043836422,0.0,0.0
Liver_Lesions_1635,Liver_Lesions,0,0.8657420380003933,0.5,1.0,0.8680623235687791,0.5,1.0,0.002320285568385816,0.0,0.0
Liver_Lesions_1637,Liver_Lesions,0,,,,,,,,,
Liver_Lesions_1638,Liver_Lesions,0,0.9606400228070489,1.0,0.75,0.9628061260498271,1.0,0.6,0.0021661032427782168,0.0,-0.15000000000000002
Liver_Lesions_1641,Liver_Lesions,0,0.899153514853187,0.6,0.8571428571428571,0.9098998887652948,0.6,0.75,0.010746373912107865,0.0,-0.1071428571428571
Liver_Lesions_1647,Liver_Lesions,0,0.8894050082344496,1.0,1.0,0.8031879908693466,1.0,0.5,-0.08621701736510301,0.0,-0.5
Liver_Lesions_1650,Liver_Lesions,0,0.8901067096485759,0.875,0.7,0.08832258812715567,0.75,0.6666666666666666,-0.8017841215214202,-0.125,-0.033333333333333326
Liver_Lesions_1652,Liver_Lesions,0,0.9597746058829012,0.8571428571428571,0.75,0.9642965591673222,0.8571428571428571,0.6666666666666666,0.004521953284420954,0.0,-0.08333333333333337
Liver_Lesions_1658,Liver_Lesions,0,0.8682153424899527,0.8,0.8,0.9085549798503166,0.8,0.7272727272727273,0.040339637360363945,0.0,-0.07272727272727275
Liver_Lesions_1664,Liver_Lesions,0,0.9795202277910068,0.5,1.0,0.9805193986176277,1.0,1.0,0.000999170826620932,0.5,0.0
Liver_Lesions_1666,Liver_Lesions,0,0.2895979808905715,0.3636363636363636,0.5714285714285714,0.6269455252918288,0.6363636363636364,0.5833333333333334,0.3373475444012573,0.27272727272727276,0.011904761904761973
Liver_Lesions_1667,Liver_Lesions,0,0.9137250719846433,0.7,0.7777777777777778,0.9102672889266016,0.7,0.5384615384615384,-0.0034577830580416746,0.0,-0.23931623931623935
Liver_Lesions_1673,Liver_Lesions,0,0.3788691704498556,0.4,0.5,0.3718255869669382,0.4,0.5,-0.007043583482917393,0.0,0.0
Liver_Lesions_1677,Liver_Lesions,0,0.9323414455876068,1.0,1.0,0.9636784094663183,1.0,1.0,0.03133696387871154,0.0,0.0
Liver_Lesions_1685,Liver_Lesions,0,0.6839378238341969,0.5,0.4,0.8359736777967341,0.5,0.6666666666666666,0.15203585396253727,0.0,0.2666666666666666
Liver_Lesions_1689,Liver_Lesions,0,0.8557650153441473,0.5,0.5,0.9416745061147695,0.5,0.3333333333333333,0.08590949077062227,0.0,-0.16666666666666669
Liver_Lesions_1692,Liver_Lesions,0,0.8722872941316369,1.0,0.875,0.8840666586740199,1.0,0.875,0.011779364542383042,0.0,0.0
Liver_Lesions_1696,Liver_Lesions,0,0.944283910967609,0.8571428571428571,1.0,0.9519454435863792,0.8571428571428571,1.0,0.007661532618770228,0.0,0.0
Liver_Lesions_1698,Liver_Lesions,0,0.7630057803468208,1.0,0.5,0.7796954314720812,1.0,0.5,0.01668965112526044,0.0,0.0
Liver_Lesions_1707,Liver_Lesions,0,0.8766313082610093,0.6666666666666666,1.0,0.8716949262651855,0.6666666666666666,0.5,-0.004936381995823802,0.0,-0.5
Liver_Lesions_1709,Liver_Lesions,0,0.7422859626249457,1.0,0.5,0.7033714309122936,1.0,0.2,-0.038914531712652134,0.0,-0.3
Liver_Lesions_1710,Liver_Lesions,0,0.7875464344248327,0.5,0.6666666666666666,0.8036973111039458,0.75,1.0,0.01615087667911308,0.25,0.33333333333333337
Liver_Lesions_1711,Liver_Lesions,0,0.7109215934846913,0.3333333333333333,0.5,0.8732380997579612,0.3333333333333333,1.0,0.16231650627326988,0.0,0.5
Liver_Lesions_1718,Liver_Lesions,0,0.8872432245813914,1.0,1.0,0.907124207385304,1.0,0.6666666666666666,0.019880982803912595,0.0,-0.33333333333333337
Liver_Lesions_1721,Liver_Lesions,0,0.8757113268053249,0.5263157894736842,0.8,0.8408239497514527,0.5,0.7916666666666666,-0.03488737705387224,-0.02631578947368418,-0.008333333333333415
Liver_Lesions_1738,Liver_Lesions,0,0.9481987365545501,0.6666666666666666,0.6666666666666666,0.9553893572151771,0.6666666666666666,0.8,0.007190620660627034,0.0,0.13333333333333341
Liver_Lesions_1746,Liver_Lesions,0,0.982121907810691,1.0,1.0,0.9836849070960777,1.0,0.8333333333333334,0.0015629992853867236,0.0,-0.16666666666666663
Liver_Lesions_1756,Liver_Lesions,0,0.5789473684210527,0.3333333333333333,0.1428571428571428,0.5341627882684742,0.3333333333333333,0.2,-0.04478458015257847,0.0,0.05714285714285722
Liver_Lesions_1757,Liver_Lesions,0,0.8678972467815002,0.8125,0.7647058823529411,0.870087930096606,0.75,0.7058823529411765,0.002190683315105857,-0.0625,-0.05882352941176461
Liver_Lesions_1761,Liver_Lesions,0,0.784082653967229,0.75,0.75,0.8138346872121263,0.75,1.0,0.02975203324489728,0.0,0.25
Liver_Lesions_1763,Liver_Lesions,0,,,,,,,,,
Liver_Lesions_1765,Liver_Lesions,0,0.0006595684537830962,0.0,0.0,0.0772619451033548,0.0666666666666666,0.1111111111111111,0.0766023766495717,0.0666666666666666,0.1111111111111111
Liver_Lesions_1766,Liver_Lesions,0,0.6904221497846996,0.4743589743589743,0.5522388059701493,0.6664843604542916,0.5384615384615384,0.5915492957746479,-0.02393778933040802,0.06410256410256415,0.03931048980449858
Liver_Lesions_1775,Liver_Lesions,0,0.9695853477604687,0.8,1.0,0.9775851840387939,0.8,0.8,0.007999836278325234,0.0,-0.19999999999999996
Liver_Lesions_1782,Liver_Lesions,0,0.8504507494054533,0.8,0.8,0.8377591228370739,0.7,0.7777777777777778,-0.01269162656837941,-0.10000000000000009,-0.022222222222222254
Liver_Lesions_1792,Liver_Lesions,0,0.9564317605503356,0.8888888888888888,0.8888888888888888,0.9602969719875215,0.8888888888888888,0.9411764705882352,0.003865211437185878,0.0,0.05228758169934633
