case_id,dataset,fold,dice_poly,detectability_poly,precision_poly,dice_cosine,detectability_cosine,precision_cosine,dice_difference,detectability_difference,precision_difference
Liver_Lesions_1588,Liver_Lesions,0,0.8448901727121831,0.375,0.5454545454545454,0.850548340358114,0.3125,0.7142857142857143,0.005658167645930856,-0.0625,0.1688311688311689
Liver_Lesions_1589,Liver_Lesions,0,0.9328310724669795,0.8,1.0,0.9343527232520406,0.4,0.6666666666666666,0.0015216507850610572,-0.4,-0.33333333333333337
Liver_Lesions_1602,Liver_Lesions,0,0.9304139443401985,0.5555555555555556,0.625,0.9294099020650035,0.5555555555555556,0.7142857142857143,-0.0010040422751950162,0.0,0.0892857142857143
Liver_Lesions_1603,Liver_Lesions,0,0.7180069462997596,1.0,0.6666666666666666,0.7180722142812752,1.0,0.4,6.526798151562652e-05,0.0,-0.2666666666666666
Liver_Lesions_1608,Liver_Lesions,0,0.9341940689933428,0.926829268292683,0.9047619047619048,0.9311924119241193,0.926829268292683,0.95,-0.0030016570692235067,0.0,0.04523809523809519
Liver_Lesions_1611,Liver_Lesions,0,0.9011446409989594,1.0,1.0,0.889348500517063,1.0,1.0,-0.011796140481896367,0.0,0.0
Liver_Lesions_1612,Liver_Lesions,0,0.6778280918948112,0.875,0.875,0.48952231414940517,0.875,0.875,-0.18830577774540602,0.0,0.0
Liver_Lesions_1617,Liver_Lesions,0,0.8803410128894753,1.0,0.5,0.8484649122807018,0.6666666666666666,0.4,-0.03187610060877355,-0.33333333333333337,-0.09999999999999998
Liver_Lesions_1618,Liver_Lesions,0,0.8460014047762392,0.4285714285714285,0.3333333333333333,0.8452848168720926,0.4285714285714285,0.3333333333333333,-0.0007165879041466372,0.0,0.0
Liver_Lesions_1622,Liver_Lesions,0,0.6982350087689839,0.5,0.8333333333333334,0.683268840274319,0.5,0.8333333333333334,-0.014966168494664922,0.0,0.0
Liver_Lesions_1625,Liver_Lesions,0,0.9881404016242977,1.0,1.0,0.9869332933615357,1.0,1.0,-0.0012071082627620466,0.0,0.0
Liver_Lesions_1634,Liver_Lesions,0,0.8827930174563591,1.0,1.0,0.8585858585858586,1.0,1.0,-0.02420715887050051,0.0,0.0
Liver_Lesions_1635,Liver_Lesions,0,0.8680623235687791,0.5,1.0,0.8721201955082953,0.5,1.0,0.004057871939516233,0.0,0.0
Liver_Lesions_1637,Liver_Lesions,0,,,,,,,,,
Liver_Lesions_1638,Liver_Lesions,0,0.9628061260498271,1.0,0.6,0.9608450382951844,1.0,1.0,-0.001961087754642654,0.0,0.4
Liver_Lesions_1641,Liver_Lesions,0,0.9098998887652948,0.6,0.75,0.9117518201146834,0.6,0.8571428571428571,0.001851931349388547,0.0,0.1071428571428571
Liver_Lesions_1647,Liver_Lesions,0,0.8031879908693466,1.0,0.5,0.8552067849960654,1.0,0.5,0.05201879412671884,0.0,0.0
Liver_Lesions_1650,Liver_Lesions,0,0.08832258812715567,0.75,0.6666666666666666,0.08740231027627339,0.75,0.6666666666666666,-0.0009202778508822784,0.0,0.0
Liver_Lesions_1652,Liver_Lesions,0,0.9642965591673222,0.8571428571428571,0.6666666666666666,0.9634546752319771,0.7857142857142857,0.7333333333333333,-0.0008418839353450114,-0.0714285714285714,0.06666666666666665
Liver_Lesions_1658,Liver_Lesions,0,0.9085549798503166,0.8,0.7272727272727273,0.9001699820829696,0.8,0.8888888888888888,-0.008384997767347024,0.0,0.16161616161616155
Liver_Lesions_1664,Liver_Lesions,0,0.9805193986176277,1.0,1.0,0.9815537961707094,0.5,1.0,0.0010343975530816563,-0.5,0.0
Liver_Lesions_1666,Liver_Lesions,0,0.6269455252918288,0.6363636363636364,0.5833333333333334,0.6562886088460588,0.7272727272727273,0.7272727272727273,0.029343083554229987,0.09090909090909094,0.14393939393939392
Liver_Lesions_1667,Liver_Lesions,0,0.9102672889266016,0.7,0.5384615384615384,0.9116418549855414,0.7,0.7,0.001374566058939819,0.0,0.16153846153846152
Liver_Lesions_1673,Liver_Lesions,0,0.3718255869669382,0.4,0.5,0.2831936479929422,0.4,0.4,-0.08863193897399596,0.0,-0.09999999999999998
Liver_Lesions_1677,Liver_Lesions,0,0.9636784094663183,1.0,1.0,0.9487310571480737,1.0,0.5,-0.014947352318244622,0.0,-0.5
Liver_Lesions_1685,Liver_Lesions,0,0.8359736777967341,0.5,0.6666666666666666,0.8412814869161164,0.5,0.6666666666666666,0.005307809119382223,0.0,0.0
Liver_Lesions_1689,Liver_Lesions,0,0.9416745061147695,0.5,0.3333333333333333,0.8956035654932769,0.5,0.5,-0.04607094062149264,0.0,0.16666666666666669
Liver_Lesions_1692,Liver_Lesions,0,0.8840666586740199,1.0,0.875,0.8778261771416719,1.0,1.0,-0.006240481532348019,0.0,0.125
Liver_Lesions_1696,Liver_Lesions,0,0.9519454435863792,0.8571428571428571,1.0,0.9521253139980036,0.8571428571428571,1.0,0.00017987041162437212,0.0,0.0
Liver_Lesions_1698,Liver_Lesions,0,0.7796954314720812,1.0,0.5,0.6481481481481481,1.0,0.5,-0.13154728332393306,0.0,0.0
Liver_Lesions_1707,Liver_Lesions,0,0.8716949262651855,0.6666666666666666,0.5,0.8825303137229743,0.6666666666666666,0.6666666666666666,0.010835387457788781,0.0,0.16666666666666663
Liver_Lesions_1709,Liver_Lesions,0,0.7033714309122936,1.0,0.2,0.720121818577333,1.0,0.25,0.016750387665039446,0.0,0.04999999999999999
Liver_Lesions_1710,Liver_Lesions,0,0.8036973111039458,0.75,1.0,0.8132450076681961,0.5,0.6666666666666666,0.009547696564250252,-0.25,-0.33333333333333337
Liver_Lesions_1711,Liver_Lesions,0,0.8732380997579612,0.3333333333333333,1.0,0.8245856970563273,0.3333333333333333,0.5,-0.048652402701633846,0.0,-0.5
Liver_Lesions_1718,Liver_Lesions,0,0.907124207385304,1.0,0.6666666666666666,0.8986500664475064,1.0,0.5,-0.008474140937797525,0.0,-0.16666666666666663
Liver_Lesions_1721,Liver_Lesions,0,0.8408239497514527,0.5,0.7916666666666666,0.7251219554268185,0.3947368421052631,0.4285714285714285,-0.11570199432463424,-0.10526315789473689,-0.36309523809523814
Liver_Lesions_1738,Liver_Lesions,0,0.9553893572151771,0.6666666666666666,0.8,0.9539793047007253,0.6666666666666666,0.8,-0.0014100525144518095,0.0,0.0
Liver_Lesions_1746,Liver_Lesions,0,0.9836849070960777,1.0,0.8333333333333334,0.9825916311681794,1.0,0.8333333333333334,-0.0010932759278983184,0.0,0.0
Liver_Lesions_1756,Liver_Lesions,0,0.5341627882684742,0.3333333333333333,0.2,0.596334591379076,0.3333333333333333,0.1666666666666666,0.062171803110601775,0.0,-0.03333333333333341
Liver_Lesions_1757,Liver_Lesions,0,0.870087930096606,0.75,0.7058823529411765,0.8817974645542501,0.8125,0.8666666666666667,0.01170953445764411,0.0625,0.16078431372549018
Liver_Lesions_1761,Liver_Lesions,0,0.8138346872121263,0.75,1.0,0.8183043991235462,0.75,0.75,0.004469711911419982,0.0,-0.25
Liver_Lesions_1763,Liver_Lesions,0,,,,,,,,,
Liver_Lesions_1765,Liver_Lesions,0,0.0772619451033548,0.0666666666666666,0.1111111111111111,0.051347881899871634,0.0666666666666666,0.1,-0.025914063203483162,0.0,-0.0111111111111111
Liver_Lesions_1766,Liver_Lesions,0,0.6664843604542916,0.5384615384615384,0.5915492957746479,0.6730115200030901,0.4743589743589743,0.5967741935483871,0.006527159548798456,-0.06410256410256415,0.0052248977737392455
Liver_Lesions_1775,Liver_Lesions,0,0.9775851840387939,0.8,0.8,0.9767790262172285,0.8,0.8,-0.0008061578215654563,0.0,0.0
Liver_Lesions_1782,Liver_Lesions,0,0.8377591228370739,0.7,0.7777777777777778,0.8297059504514934,0.6,0.75,-0.008053172385580454,-0.09999999999999998,-0.02777777777777779
Liver_Lesions_1792,Liver_Lesions,0,0.9602969719875215,0.8888888888888888,0.9411764705882352,0.9588322609395388,0.8888888888888888,0.9411764705882352,-0.0014647110479827363,0.0,0.0
Liver_Lesions_1794,Liver_Lesions,0,0.7595806005705714,0.5,0.3333333333333333,0.8203238522988785,0.5,0.3333333333333333,0.06074325172830708,0.0,0.0
Liver_Lesions_1798,Liver_Lesions,0,0.9691199382954108,1.0,0.8,0.9686657431914315,0.75,1.0,-0.0004541951039792602,-0.25,0.19999999999999996
Liver_Lesions_1799,Liver_Lesions,0,0.8985568760611206,1.0,0.3333333333333333,0.8870731196312591,1.0,0.3333333333333333,-0.011483756429861436,0.0,0.0
